feeder_id,feeder_name,density,frequency_khz,geometry,rms_abs_v_disc,rms_abs_v_two_level_branch,p95_abs_v_disc,p95_abs_v_two_level_branch,p99_abs_v_disc,p99_abs_v_two_level_branch,rel_diff_rms,rel_diff_p95,rel_diff_p99
A,urban_short,6.0,116.0,two_level_branch,0.013513155915970711,0.014572550335706152,0.02471535754002419,0.02697358547774107,0.03362960914557705,0.03644393469408069,0.07839726162586348,0.09136942219265469,0.08368594283450909
A,urban_short,6.0,117.0,two_level_branch,0.013646857843011072,0.014550943060062263,0.02518171058821499,0.027036790170474827,0.03445753910108755,0.036527956145787896,0.06624859930772979,0.0736677349920784,0.06008603918655929
A,urban_short,6.0,118.0,two_level_branch,0.01355687428578054,0.014548603028737986,0.025266822066859894,0.02683566098723047,0.03317974578380325,0.03586647871703834,0.07315320051301541,0.062090868262703776,0.08097509097090864
A,urban_short,6.0,119.0,two_level_branch,0.013752333664858465,0.014565607922832288,0.025618626251112064,0.027095890679572066,0.03381547363362223,0.03650431125755047,0.05913718193530989,0.0576636863343083,0.0795150070367422
A,urban_short,6.0,120.0,two_level_branch,0.013770034066815434,0.014571244219767923,0.025593497849853507,0.026953173967596257,0.034138200002830923,0.03639599676508837,0.05818505234372187,0.05312584179463898,0.06613695983005008
A,urban_short,6.0,121.0,two_level_branch,0.013693019680410886,0.014532455966466356,0.02576236918942047,0.02731770675920489,0.034929715285885364,0.036627684436600555,0.061303956734712076,0.06037245869541896,0.048611021785262526
A,urban_short,6.0,122.0,two_level_branch,0.013634641495980149,0.014307093672095265,0.02526031379515307,0.026184475284462043,0.034044834323751785,0.035285578925864036,0.049319388141842425,0.03658551104326736,0.03644443060915795
A,urban_short,6.0,123.0,two_level_branch,0.013600186090830888,0.014239520987986762,0.025216777007371127,0.026611510514458803,0.033728473037014754,0.03519940817004043,0.04700927567358121,0.05530974504315048,0.04361107991492588
A,urban_short,6.0,124.0,two_level_branch,0.013604576441223013,0.014315423185315982,0.025428334738610288,0.026861659906057073,0.034145106583397034,0.035796744104255776,0.05225056047603535,0.05636724473625987,0.048371133849728465
A,urban_short,6.0,125.0,two_level_branch,0.01372010334429834,0.014356322554802941,0.025430127066878326,0.026505898007251744,0.03394814787255238,0.03569149753579788,0.0463713132867176,0.04230301081643295,0.05135330710206504
A,urban_short,6.0,126.0,two_level_branch,0.01376125850078377,0.014258175551854413,0.02540407032589806,0.026393066417389928,0.03445977781532171,0.0359902257291802,0.03610985514459598,0.03893061540156583,0.044412587976061076
A,urban_short,6.0,127.0,two_level_branch,0.013717131869929575,0.014132899602823013,0.025377669774795598,0.026038631152254556,0.0336859057142669,0.03516541430197875,0.03031010686752058,0.02604499874592137,0.0439207008492349
A,urban_short,6.0,128.0,two_level_branch,0.013938644770239983,0.014273500499088699,0.025639507527727222,0.026553223744971245,0.03528603661375876,0.035462092324018146,0.024023549948245845,0.035637042414169116,0.004989387507202767
A,urban_short,6.0,129.0,two_level_branch,0.013743177504670499,0.014139363695374264,0.025314801615344544,0.026262674408835913,0.03416501361237726,0.03563018192519325,0.028827844984838813,0.03744342175357268,0.042885049877023664
A,urban_short,6.0,130.0,two_level_branch,0.013902031460844722,0.014130646291587983,0.02586708704693184,0.02648645915716259,0.03487961501439198,0.0354805099560343,0.016444706760098907,0.023944408935841634,0.017227682742323183
